 1000	0.000	    1	1    	101.999	  3.468	    491390684775.494	-3.113938e-06
 1000	0.000	    2	1    	116.612	  0.344	      8907167793.214	1.744978e-06
 1000	0.000	    2	2    	117.963	  0.593	      6970936603.388	4.440917e-07
 1000	0.000	    2	3    	118.087	  2.930	     47697485326.383	-7.030083e-06
 1000	0.000	    3	1    	122.300	  0.183	     11617652554.433	1.502517e-06
 1000	0.000	    3	5    	124.331	  1.732	     50368397104.838	-5.944020e-06
 1000	0.000	    4	1    	129.646	  0.630	     29820973201.356	-1.027736e-06
 1000	0.000	    5	1    	131.306	 11.041	   4722855014082.922	-2.074879e-06
 1000	0.000	    5	3    	 92.679	 14.835	    853635466882.633	7.619064e-07
 1000	0.000	    5	4    	110.138	 14.762	   2000449173487.323	5.408465e-06
 1000	0.000	    5	8    	100.661	 14.947	     38146766585.446	1.154938e-06
 1000	0.000	    5	11   	139.260	 24.681	   1266475535732.050	9.156572e-07
 1000	0.000	    8	1    	121.436	 27.512	    196207346731.509	3.613025e-06
 1000	0.100	    1	1    	102.015	  3.433	    483995862482.365	0.000000e+00
 1000	0.100	    2	1    	116.612	  0.344	      8907167793.214	1.744978e-06
 1000	0.100	    2	2    	117.911	  0.622	      5809143330.276	8.779525e-08
 1000	0.100	    2	3    	118.055	  2.907	     44981757067.964	-6.567128e-06
 1000	0.100	    3	1    	122.288	  0.179	     10068629264.687	1.502517e-06
 1000	0.100	    3	5    	124.249	  1.712	     47268292164.763	-5.944020e-06
 1000	0.100	    4	1    	129.592	  0.622	     26722587401.005	-2.929140e-07
 1000	0.100	    5	1    	131.332	 10.951	   4614956676166.152	1.139102e-05
 1000	0.100	    5	3    	 92.611	 14.871	    825779132511.101	1.630648e-06
 1000	0.100	    5	4    	110.105	 14.793	   1981848283988.140	7.101190e-07
 1000	0.100	    5	9    	100.684	 15.000	     34535106180.092	2.288125e-06
 1000	0.100	    5	12   	139.297	 24.711	   1249794713666.128	2.815746e-06
 1000	0.100	    8	2    	121.609	 27.663	    176700398733.368	-3.437065e-06
 1000	0.200	    1	1    	102.029	  3.406	    479321727382.876	0.000000e+00
 1000	0.200	    2	1    	116.550	  0.350	      7745337652.160	1.744978e-06
 1000	0.200	    2	2    	117.911	  0.622	      5809143330.276	8.779525e-08
 1000	0.200	    2	3    	117.981	  2.881	     38388590172.960	-5.565380e-06
 1000	0.200	    3	1    	122.288	  0.179	     10068629264.687	1.502517e-06
 1000	0.200	    3	3    	124.250	  1.717	     41069307083.435	-1.235878e-06
 1000	0.200	    4	1    	129.588	  0.589	     21300327443.068	0.000000e+00
 1000	0.200	    5	1    	131.393	 10.943	   4524415998430.426	1.138451e-06
 1000	0.200	    5	4    	 92.552	 14.862	    799603857861.249	1.041027e-06
 1000	0.200	    5	5    	110.139	 14.781	   1941782764340.897	8.864954e-06
 1000	0.200	    5	9    	101.333	 13.833	      3988069618.138	0.000000e+00
 1000	0.200	    5	11   	100.257	 15.755	     13681872653.145	4.312589e-08
 1000	0.200	    5	13   	139.332	 24.746	   1221690528051.039	1.002988e-06
 1000	0.200	    9	1    	121.604	 27.659	    176247361869.245	-3.437065e-06
 1000	0.300	    1	1    	101.899	  3.374	    453289737738.462	0.000000e+00
 1000	0.300	    2	1    	116.550	  0.350	      7745337652.160	1.744978e-06
 1000	0.300	    2	2    	117.966	  2.831	     34509052883.526	-3.452751e-06
 1000	0.300	    3	1    	122.333	  0.183	      9681377128.694	1.502517e-06
 1000	0.300	    3	2    	124.270	  1.669	     35644818851.922	-3.383223e-06
 1000	0.300	    4	1    	129.524	  0.549	     15103754988.921	0.000000e+00
 1000	0.300	    6	1    	131.499	 10.823	   4430100855477.807	1.138451e-06
 1000	0.300	    6	4    	 92.533	 14.926	    786925579856.304	2.491273e-06
